,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
438,2,5,8,6,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43
84,1,2,8,4,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16
225,4,4,9,7,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
173,4,4,9,1,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06
341,8,6,9,1,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
234,4,5,9,6,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88
224,7,4,9,3,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71
252,6,5,8,3,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
226,7,5,10,1,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37
182,5,4,2,7,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38
178,2,5,9,3,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88
96,3,4,2,6,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0
165,6,5,3,4,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14
274,8,6,12,3,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19
229,8,6,8,6,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18
68,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16
129,2,5,10,7,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61
116,3,4,3,6,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02
159,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69
188,6,4,3,6,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4
124,3,4,9,5,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76
3,8,6,3,5,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,0.0
192,2,2,8,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71
244,2,4,8,7,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87
169,8,6,8,4,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55
175,1,4,8,6,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53
216,4,4,9,7,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
72,5,4,3,5,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0
152,3,4,7,6,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
119,3,4,8,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33
95,4,4,9,7,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0
364,6,5,9,2,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65
388,6,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05
113,3,4,9,1,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
163,8,6,9,6,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95
83,1,2,8,3,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0
37,7,4,10,5,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0
243,7,4,8,7,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0
249,3,4,8,3,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47
256,8,6,8,6,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95
260,2,4,8,1,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85
287,7,4,7,6,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0
23,7,4,8,6,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23
234,4,5,9,6,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88
483,8,6,8,7,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
157,2,2,8,3,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
123,3,4,9,2,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0
169,8,6,8,4,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55
392,1,3,9,7,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
203,8,6,10,3,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7
405,2,2,8,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72
76,9,9,2,5,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0
204,5,6,3,6,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18
137,3,6,9,1,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0
49,4,4,3,1,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0
191,2,5,8,4,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68
174,1,4,8,6,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61
248,8,6,8,3,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36
488,4,4,8,2,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7
352,7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64
129,2,5,10,7,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0
211,7,4,8,6,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05
190,6,5,3,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63
18,6,4,3,3,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61
135,3,5,8,6,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0
168,6,5,3,5,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53
60,2,2,3,7,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0
181,8,6,10,1,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44
452,7,4,8,1,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61
165,6,5,3,4,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09
475,2,5,6,4,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19
247,2,4,8,3,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75
139,1,4,9,2,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43
450,4,5,8,3,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43
241,4,4,4,5,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0
48,4,4,3,1,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
131,4,6,3,1,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1
161,6,4,8,4,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0
122,3,4,9,7,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9
119,3,4,8,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0
90,6,5,8,6,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0
128,3,5,10,3,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
178,2,5,9,3,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06
54,4,3,8,4,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0
504,4,3,8,3,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59
114,3,4,3,2,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0
66,2,2,9,5,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0
339,2,4,9,1,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87
75,9,9,2,4,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0
150,6,5,6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4
135,3,5,8,6,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0
50,4,4,9,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0
78,1,2,8,5,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0
120,3,4,8,1,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
50,4,4,9,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0
113,3,4,9,1,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0
479,7,4,7,1,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53
183,7,4,10,1,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83
51,4,3,8,7,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0
73,5,4,8,2,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0
3,8,6,3,5,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,0.0
76,9,9,2,5,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18
21,5,4,9,1,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0
213,7,3,3,1,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35
44,4,4,9,3,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29
30,6,3,9,5,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71
184,8,6,8,5,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0
271,8,6,8,2,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27
264,4,4,8,5,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84
352,7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
93,8,6,8,7,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0
109,4,5,9,1,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38,4.0,0.0,0.0
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0
108,4,5,9,6,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0
230,4,4,9,3,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
171,8,6,8,3,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
387,5,5,3,4,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
103,2,4,9,6,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0
222,4,3,3,1,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
215,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66
282,6,3,2,7,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0
227,8,6,8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3
160,7,4,3,1,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05
41,4,4,8,6,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0
127,3,5,9,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61
150,6,5,6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61
216,4,4,9,7,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78
0,7,5,3,5,86.2,26.2,94.3,5.1,8.2,51,6.7,0.0,0.0
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
224,7,4,9,3,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
